Id,Subject,MainText,Text,TextTokens,TextTopics,TopicPercentages
99_6277_4,rating,Note 2 Very good messanger Better than others,rating Note 2 Very good messanger Better than others,"['2', 'good', 'messanger', 'better']",[35],[0.49107784]
99_6278_4,rating,Excelent Mahol,rating Excelent Mahol,[],[],[]
99_6279_4,rating,Good app Is a good app to text on,rating Good app Is a good app to text on,"['good', 'app', 'good', 'app', 'text']",[18],[0.66735643]
99_6280_4,rating,Samira othman Apps,rating Samira othman Apps,"['Samira', 'othman', 'app']",[16],[0.5057079]
99_6281_4,rating,Great Its really easy to use and I love all the little icons to choose from You can send videos and photos You don't need Facebook or anything like that Definitely download ,rating Great Its really easy to use and I love all the little icons to choose from You can send videos and photos You don't need Facebook or anything like that Definitely download,"['easy', 'little', 'icon', 'video', 'photo', 'Facebook']",[],[]
99_6282_4,rating,Verry good Its is verry best this time verry cool mind mref thmks 4watsapp,rating Verry good Its is verry best this time verry cool mind mref thmks 4watsapp,"['good', 'verry', 'time', 'thmks', '4watsapp']",[65],[0.4936578]
99_6283_4,rating,Javoy Very good,rating Javoy Very good,['good'],[18],[0.51015604]
99_6284_4,rating,Awsome No meesenger aaps come near whatsapp,rating Awsome No meesenger aaps come near whatsapp,"['meesenger', 'aap', 'whatsapp']","[35, 33]","[0.32708594, 0.32694548]"
99_6285_4,rating,whatsapp is the best app i eva had whatsapp is the best app i eva had ad wuld lke 2 c whatsapp grow bigger,rating whatsapp is the best app i eva had whatsapp is the best app i eva had ad wuld lke 2 c whatsapp grow bigger,"['whatsapp', 'good', 'app', 'whatsapp', 'good', 'app', 'ad', 'wuld', '2', 'c', 'whatsapp', 'big']",[35],[0.71640855]
99_6287_4,rating,Awesome The updates Are Awesome Keep It Up ,rating Awesome The updates Are Awesome Keep It Up,"['update', 'awesome']","[53, 20]","[0.33090633, 0.3278334]"
99_6288_4,rating,Very nice upgrade You can really benefit from it LOTS OF ADD ON'S YOU WILL LOVE IT More free time on Facebook chat The Google upgrades The Press releases Gmail updates Lots of interesting changes on whatsap Lots and lots of savings comming up on favourite programmes etc Enjoy ,rating Very nice upgrade You can really benefit from it LOTS OF ADD ON'S YOU WILL LOVE IT More free time on Facebook chat The Google upgrades The Press releases Gmail updates Lots of interesting changes on whatsap Lots and lots of savings comming up on favourite programmes etc Enjoy,"['nice', 'upgrade', 'free', 'time', 'Facebook', 'chat', 'gmail', 'lot', 'interesting', 'change', 'whatsap', 'lot', 'lot', 'saving', 'favourite', 'programme', 'enjoy']",[34],[0.6074396]
99_6289_4,rating,Love it Awesome,rating Love it Awesome,['awesome'],[53],[0.48823994]
99_6290_4,rating,Thanks Hi very good apps,rating Thanks Hi very good apps,"['good', 'app']",[18],[0.66800624]
99_6291_4,rating,Very nice Very goid,rating Very nice Very goid,"['nice', 'goid']",[24],[0.48363626]
99_6292_4,rating,Good This aps realy good,rating Good This aps realy good,"['realy', 'good']","[18, 34]","[0.34576786, 0.3263476]"
99_6293_4,rating,Easy as Easy and flex way to chat and share most media,rating Easy as Easy and flex way to chat and share most media,"['easy', 'flex', 'way', 'medium']",[64],[0.5735794]
99_6294_4,rating,Thanks So nice application,rating Thanks So nice application,"['thank', 'nice', 'application']",[],[]
99_6295_4,rating,Awesome Best,rating Awesome Best,[],[],[]
99_6296_4,rating,Superb Bus chat off ka option bhi hona chaiye,rating Superb Bus chat off ka option bhi hona chaiye,"['chat', 'option']",[34],[0.64860463]
99_6298_4,rating,Good Ok,rating Good Ok,['good'],[18],[0.51015604]
99_6299_4,rating,This is the part of my life I,rating This is the part of my life I,['life'],[48],[0.48366418]
99_6300_4,rating,Nice app Good,rating Nice app Good,"['app', 'good']",[18],[0.668004]
99_6301_4,rating,Gr8 Very nice,rating Gr8 Very nice,"['gr8', 'nice']","[18, 24]","[0.34571943, 0.32780644]"
99_6302_4,rating,Purchase If you remove the purchase i will rate 5 stars,rating Purchase If you remove the purchase i will rate 5 stars,"['purchase', '5', 'star']",[12],[0.49173442]
99_6303_4,rating,Awesome app This is d best app ever but can anyone tell me how to turn off ur last seen Tnx,rating Awesome app This is d best app ever but can anyone tell me how to turn off ur last seen Tnx,"['awesome', 'app', 'good', 'app', 'ur', 'Tnx']",[55],[0.34448206]
99_6304_4,rating,Rajandar Singh 58 gmailcom Nice,rating Rajandar Singh 58 gmailcom Nice,"['58', 'gmailcom', 'nice']","[24, 65]","[0.3277911, 0.32644224]"
99_6305_4,rating,Aditya Very good app,rating Aditya Very good app,"['Aditya', 'good', 'app']",[18],[0.66800636]
99_6306_4,rating,Hello Anil kumar,rating Hello Anil kumar,['kumar'],[34],[0.4815255]
99_6307_4,rating,Yo Cool,rating Yo Cool,[],[],[]
99_6308_4,rating,Happy Love this app,rating Happy Love this app,['app'],[16],[0.50570387]
99_6309_4,rating,Not good Ganta whts app h y,rating Not good Ganta whts app h y,"['good', 'wht']",[18],[0.51015604]
99_6310_4,rating,Nice Very good application,rating Nice Very good application,"['good', 'application']","[18, 6]","[0.3457603, 0.32774338]"
99_6311_4,rating,Very nice Marvellous,rating Very nice Marvellous,"['nice', 'marvellous']",[24],[0.48363626]
99_6312_4,rating,Not bad Good,rating Not bad Good,"['bad', 'good']","[18, 60]","[0.3457604, 0.3270873]"
99_6313_4,rating,coooooll epic msnger,rating coooooll epic msnger,[],[],[]
99_6314_4,rating,Good I love so much,rating Good I love so much,[],[],[]
99_6315_4,rating,Incruveu O melhor de conversa do mundo,rating Incruveu O melhor de conversa do mundo,['mundo'],[],[]
99_6316_4,rating,Superb Best in the worldwide,rating Superb Best in the worldwide,['worldwide'],[],[]
99_6317_4,rating,Happy Hapy happy happy,rating Happy Hapy happy happy,"['happy', 'happy']",[43],[0.6500516]
99_6318_4,rating,Great Its great for texting with mates or friends always aware of the gossip its like a bbm put for android the thing is when I text and send I always make a mistake and wish I could take it back,rating Great Its great for texting with mates or friends always aware of the gossip its like a bbm put for android the thing is when I text and send I always make a mistake and wish I could take it back,"['great', 'mate', 'friend', 'aware', 'gossip', 'bbm', 'android', 'thing', 'mistake', 'wish']",[10],[0.7203203]
99_6319_4,rating,Great Ultimate,rating Great Ultimate,['great'],[16],[0.5057082]
99_6320_4,rating,So good it is helpfull in many ways,rating So good it is helpfull in many ways,"['good', 'helpfull', 'way']",[25],[0.4719394]
99_6321_4,rating,Muse Good,rating Muse Good,['good'],[18],[0.51015604]
99_6322_4,rating,Awesome Awesome app,rating Awesome Awesome app,['app'],[16],[0.5057052]
99_6323_4,rating,Whats app Very nice,rating Whats app Very nice,"['app', 'nice']",[24],[0.6500319]
99_6324_4,rating,Cool Alas Lathy,rating Cool Alas Lathy,['lathy'],[],[]
99_6325_4,rating,nice of chting with ppl ilike being on this ntwrk,rating nice of chting with ppl ilike being on this ntwrk,"['nice', 'ppl', 'ilike', 'ntwrk']",[24],[0.48363626]
99_6326_4,rating,Thanx Good,rating Thanx Good,[],[],[]
99_6327_4,rating,Excellent Wowww,rating Excellent Wowww,['wowww'],[],[]
99_6328_4,rating,Excellent Cool app With many stickers Stay connected with ur frndz,rating Excellent Cool app With many stickers Stay connected with ur frndz,"['app', 'sticker', 'stay', 'connected', 'frndz']",[36],[0.82141584]
99_6329_4,rating,Hi Good,rating Hi Good,['good'],[18],[0.51015604]
99_6330_4,rating,Hey,rating Hey,[],[],[]
99_6331_4,rating,excellent good,rating excellent good,"['excellent', 'good']","[18, 46]","[0.3457602, 0.32793343]"
99_6332_4,rating,Excellent Super,rating Excellent Super,['Super'],[13],[0.48307455]
99_6333_4,rating,Good Thanks,rating Good Thanks,"['good', 'thank']","[18, 46]","[0.34576032, 0.32793322]"
99_6334_4,rating,Goldan Golden apps,rating Goldan Golden apps,['app'],[16],[0.50570667]
99_6335_4,rating,Rk Awesome its really,rating Rk Awesome its really,[],[],[]
99_6336_4,rating,Nice Awesome,rating Nice Awesome,[],[],[]
99_6337_4,rating,1 years It's really best,rating 1 years It's really best,"['year', 'good']","[18, 10]","[0.34570968, 0.32646826]"
99_6338_4,rating,nice good,rating nice good,"['nice', 'good']","[18, 24]","[0.34576005, 0.32778612]"
99_6339_4,rating,Like,rating Like,[],[],[]
99_6340_4,rating,Great messenger app Excellent wouldnt have done it better myself ,rating Great messenger app Excellent wouldnt have done it better myself,"['great', 'messenger', 'app']",[16],[0.4973946]
99_6341_4,rating,Whatsapp Awesome app in luv wit whatsapp,rating Whatsapp Awesome app in luv wit whatsapp,"['Whatsapp', 'app', 'whatsapp']",[35],[0.4907226]
99_6343_4,rating,3 Gud,rating 3 Gud,"['3', 'gud']",[51],[0.48781183]
99_6344_4,rating,Very good Easy and very helpful,rating Very good Easy and very helpful,"['good', 'easy', 'helpful']",[],[]
99_6345_4,rating,Hi Good,rating Hi Good,['good'],[18],[0.51015604]
99_6346_4,rating,Very good Nice app I use it everyday,rating Very good Nice app I use it everyday,"['good', 'app']",[18],[0.6680063]
99_6347_4,rating,Iloveit Great,rating Iloveit Great,['great'],[16],[0.5057082]
99_6348_4,rating,Whatsapp Whatsapp,rating Whatsapp Whatsapp,"['Whatsapp', 'Whatsapp']",[11],[0.6485199]
99_6349_4,rating,Sparta queen Cool,rating Sparta queen Cool,"['Sparta', 'queen']",[4],[0.48117498]
99_6350_4,rating,Habibi Merindukan,rating Habibi Merindukan,[],[],[]
99_6351_4,rating,Gud Gud,rating Gud Gud,[],[],[]
99_6352_4,rating,Super Very very Nice to oparate,rating Super Very very Nice to oparate,['nice'],[24],[0.48363626]
99_6353_4,rating,it cool it cool,rating it cool it cool,['cool'],[35],[0.4826019]
99_6354_4,rating,awsome app try it for sure,rating awsome app try it for sure,['sure'],[63],[0.48215565]
99_6355_4,rating,Can't get enough Brilliant app Switched to a Samsung Galaxy Note 2 after an iPhone and noticed the option to switch off timestamps is unavailable on Samsung devices If this could be included in the next update 5 star rating sorted,rating Can't get enough Brilliant app Switched to a Samsung Galaxy Note 2 after an iPhone and noticed the option to switch off timestamps is unavailable on Samsung devices If this could be included in the next update 5 star rating sorted,"['brilliant', 'app', 'Samsung', '2', 'iPhone', 'option', 'timestamp', 'unavailable', 'Samsung', 'device', 'update', '5', 'star', 'sorted']",[12],[0.86082655]
99_6356_4,rating,H H,rating H H,"['h', 'h']",[],[]
99_6357_4,rating,Its amazing Awesome,rating Its amazing Awesome,['amazing'],[22],[0.48304033]
99_6358_4,rating,Ram Nice,rating Ram Nice,[],[],[]
99_6359_4,rating,Best Excellent applove it,rating Best Excellent applove it,[],[],[]
99_6360_4,rating,very good app no,rating very good app no,"['good', 'app']",[18],[0.66800636]
99_6361_4,rating,Excellent Gr8 app,rating Excellent Gr8 app,"['gr8', 'app']",[18],[0.6679974]
99_6362_4,rating,Great ok,rating Great ok,['great'],[16],[0.5057082]
99_6363_4,rating,Nice one,rating Nice one,[],[],[]
99_6364_4,rating,Love it Best application I've ever had,rating Love it Best application I've ever had,"['Love', 'good', 'application']",[],[]
99_6365_4,rating,Very good Awesome,rating Very good Awesome,['good'],[18],[0.51015604]
99_6366_4,rating,Wow Its an awesome app,rating Wow Its an awesome app,"['awesome', 'app']",[53],[0.65315264]
99_6367_4,rating,How you,rating How you,[],[],[]
99_6368_4,rating,Nice app Nice apps Chat calling will be easier using this app Only one problem when using this app please fix the bugs,rating Nice app Nice apps Chat calling will be easier using this app Only one problem when using this app please fix the bugs,"['app', 'app', 'Chat', 'calling', 'easy', 'app', 'problem', 'app', 'bug']","[2, 16]","[0.36993054, 0.31625158]"
99_6369_4,rating,Very good Like a jet,rating Very good Like a jet,"['good', 'jet']",[18],[0.51015604]
